Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,Time,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore,HTWinner,HTWinningMargin,FTWinner,FTWinningMargin,TotalMatchPoints,TotalMatchGoals
2013,26,20/09/2013,18.1,9.4,2.2,M.C.G.,7:50 PM,"85,569",Hawthorn,3.5,7.8,10.1,14.18,102,Geelong Cats,4,7.4,14.6,15.7,97,Hawthorn,4,Hawthorn,5,199,29
2013,26,21/09/2013,21.6,9.5,2,Subiaco,5:45 PM,"43,249",Fremantle,2.9,7.11,11.12,14.15,99,Sydney Swans,2.1,2.2,5.5,11.8,74,Fremantle,39,Fremantle,25,173,25
2013,27,28/09/2013,15.7,6.3,2.7,M.C.G.,2:30 PM,"100,007",Hawthorn,2.3,5.5,8.8,11.11,77,Fremantle,0.3,1.6,6.1,8.14,62,Hawthorn,23,Hawthorn,15,139,19
2014,1,14/03/2014,27.6,13.5,0,Docklands,7:50 PM,"37,571",Collingwood,2.4,2.8,3.13,5.16,46,Fremantle,2.3,8.7,14.1,17.14,116,Fremantle,35,Fremantle,70,162,22
2014,1,15/03/2014,29.5,17.4,0,Sydney Showground,4:40 PM,"17,102",GWS Giants,4.1,7.1,9.5,15.9,99,Sydney Swans,6.2,7.8,9.8,9.13,67,Sydney,7,Greater Western Sydney,32,166,24
2014,1,15/03/2014,28.4,18.8,0.4,Carrara,6:55 PM,"19,425",Gold Coast Suns,5.4,6.7,7.13,12.15,87,Richmond,3.1,5.6,6.7,10.9,69,Gold Coast,7,Gold Coast,18,156,22
2014,1,16/03/2014,22,11.8,7.2,Docklands,7:40 PM,"24,640",Carlton,4.4,8.8,11.13,12.15,87,Port Adelaide,1,7.5,11.7,18.12,120,Carlton,9,Port Adelaide,33,207,30
2014,1,20/03/2014,30.4,8.2,0,Kardinia Park,7:10 PM,"23,622",Geelong Cats,6,11.3,12.7,18.11,119,Adelaide Crows,5.3,9.5,11.8,12.9,81,Geelong,10,Geelong,38,200,30
2014,1,21/03/2014,25.3,16.4,0,Docklands,7:50 PM,"42,332",North Melbourne,3,5.3,8.5,9.6,60,Essendon,4.1,8.5,11.8,15.9,99,Essendon,20,Essendon,39,159,24
2014,1,22/03/2014,19.2,10.5,27.2,York Park,4:40 PM,"12,430",Hawthorn,3.3,7.6,13.8,21.13,139,Brisbane Lions,2.4,3.8,8.13,13.13,91,Hawthorn,22,Hawthorn,48,230,34
2014,1,22/03/2014,19.1,11.7,3.8,Docklands,7:40 PM,"31,657",St Kilda,1.3,4.5,8.6,10.8,68,Melbourne,2.2,2.1,4.11,6.15,51,St Kilda,16,St Kilda,17,119,16
2014,1,23/03/2014,33.9,20.7,0,Subiaco,4:40 PM,"36,752",West Coast Eagles,4.2,9.4,13.6,21.8,134,Western Bulldogs,2.1,3.1,5.3,11.3,69,West Coast,39,West Coast,65,203,32
2014,2,27/03/2014,25.7,16.5,5.2,M.C.G.,7:45 PM,"62,037",Richmond,6.3,10.6,12.12,14.14,98,Carlton,2.4,5.5,9.7,12.14,86,Richmond,31,Richmond,12,184,26
2014,2,28/03/2014,21.3,15.9,8.2,Docklands,7:50 PM,"44,163",Essendon,1.5,3.7,9.1,12.14,86,Hawthorn,4.1,9.3,9.7,13.12,90,Hawthorn,32,Hawthorn,4,176,25
2014,2,29/03/2014,23.4,11.4,0,Docklands,1:40 PM,"19,640",St Kilda,5,8.1,12.4,15.5,95,GWS Giants,4.2,9.3,11.5,13.1,88,Greater Western Sydney,8,St Kilda,7,183,28
2014,2,29/03/2014,23.4,16.5,0,Adelaide Oval,4:15 PM,"50,397",Port Adelaide,5.4,7.8,12.11,19.13,127,Adelaide Crows,1,5.2,8.5,11.7,73,Port Adelaide,18,Port Adelaide,54,200,30
2014,2,29/03/2014,24.9,19.6,0,Subiaco,4:40 PM,"35,583",Fremantle,4.1,5.5,8.9,12.15,87,Gold Coast Suns,2.1,3.5,4.8,5.9,39,Fremantle,12,Fremantle,48,126,17
2014,2,29/03/2014,25.4,18.2,4.2,Stadium Australia,7:40 PM,"32,347",Sydney Swans,3.1,7.2,9.7,10.9,69,Collingwood,1.2,5.5,9.1,12.17,89,Sydney,9,Collingwood,20,158,22
2014,2,30/03/2014,25.6,22.7,0.8,Gabba,12:10 PM,"20,933",Brisbane Lions,0.3,4.4,7.6,10.8,68,Geelong Cats,1.4,5.7,10.12,13.15,93,Geelong,9,Geelong,25,161,23
2014,2,30/03/2014,25.7,13.9,1,M.C.G.,3:20 PM,"22,230",Melbourne,0.1,1.3,2.4,4.6,30,West Coast Eagles,6.5,10.7,14.1,18.15,123,West Coast,58,West Coast,93,153,22
2014,2,30/03/2014,25.7,13.9,1,Docklands,4:40 PM,"28,512",Western Bulldogs,0.3,2.3,5.4,8.6,54,North Melbourne,2.2,2.5,6.8,12.11,83,North Melbourne,2,North Melbourne,29,137,20
2014,3,4/04/2014,19.3,13.9,0,M.C.G.,7:50 PM,"43,583",Hawthorn,6.2,12.5,17.7,21.11,137,Fremantle,1.2,2.8,5.1,11.13,79,Hawthorn,57,Hawthorn,58,216,32
2014,3,5/04/2014,24.6,13.5,0,Docklands,1:45 PM,"31,724",Western Bulldogs,5.4,9.5,11.9,15.1,100,Richmond,2.4,3.4,9.6,15.8,98,Western Bulldogs,37,Western Bulldogs,2,198,30
2014,3,5/04/2014,21.5,9.2,0,Adelaide Oval,1:40 PM,"47,426",Adelaide Crows,2.2,5.7,9.1,9.17,71,Sydney Swans,6.2,9.2,14.5,21.8,134,Sydney,19,Sydney,63,205,30
2014,3,5/04/2014,28.7,20.8,0,Carrara,3:40 PM,"16,593",Gold Coast Suns,2.2,5.6,12.1,17.12,114,Brisbane Lions,1.2,3.4,6.4,9.7,61,Gold Coast,14,Gold Coast,53,175,26
2014,3,5/04/2014,31.4,13.6,0,Subiaco,4:40 PM,"36,448",West Coast Eagles,3.2,5.4,8.8,12.11,83,St Kilda,1.5,6.6,7.8,8.1,58,St Kilda,8,West Coast,25,141,20
2014,3,5/04/2014,24.6,13.5,0,M.C.G.,7:40 PM,"63,152",Collingwood,0.4,6.7,8.9,11.1,76,Geelong Cats,3.5,6.7,9.12,12.15,87,Geelong,0,Geelong,11,163,23
2014,3,6/04/2014,22.8,17.6,0.2,Sydney Showground,1:10 PM,"7,016",GWS Giants,1.2,2.7,5.12,10.19,79,Melbourne,0.2,1.5,5.5,7.5,47,Greater Western Sydney,8,Greater Western Sydney,32,126,17
2014,3,6/04/2014,23.5,10.2,0,Docklands,4:10 PM,"19,111",North Melbourne,3.2,7.3,9.11,14.13,97,Port Adelaide,4.3,6.8,11.9,13.12,90,North Melbourne,1,North Melbourne,7,187,27
2014,3,6/04/2014,23.5,10.2,0,M.C.G.,7:10 PM,"62,730",Essendon,6.3,10.6,16.8,21.12,138,Carlton,0.3,3.4,6.8,8.9,57,Essendon,44,Essendon,81,195,29
2014,4,11/04/2014,17.4,16.4,10.8,M.C.G.,7:50 PM,"62,100",Richmond,1.4,2.7,3.1,10.12,72,Collingwood,4.3,7.5,10.1,16.14,110,Collingwood,28,Collingwood,38,182,26
2014,4,12/04/2014,21.7,14.6,0.6,M.C.G.,1:45 PM,"37,323",Carlton,3.4,5.9,6.11,7.16,58,Melbourne,3.2,6.7,10.8,12.9,81,Melbourne,4,Melbourne,23,139,19
2014,4,12/04/2014,20.9,13.4,0,Adelaide Oval,1:40 PM,"36,231",Port Adelaide,4.4,10.9,18.13,24.15,159,Brisbane Lions,3.2,4.3,5.3,7.4,46,Port Adelaide,42,Port Adelaide,113,205,31
2014,4,12/04/2014,20,11.7,4.6,Manuka Oval,4:40 PM,"7,863",GWS Giants,5.3,8.7,11.8,12.11,83,Western Bulldogs,1.1,5.5,10.6,17.8,110,Greater Western Sydney,20,Western Bulldogs,27,193,29
2014,4,12/04/2014,20.4,15.4,4.2,Kardinia Park,7:40 PM,"25,271",Geelong Cats,4.3,10.4,13.9,16.11,107,West Coast Eagles,4.1,4.2,4.5,4.8,32,Geelong,38,Geelong,75,139,20
2014,4,12/04/2014,32.6,21.6,0,Carrara,7:40 PM,"17,729",Gold Coast Suns,4.4,6.4,7.5,7.7,49,Hawthorn,6.4,11.7,16.9,23.1,148,Hawthorn,33,Hawthorn,99,197,30
2014,4,13/04/2014,20.7,16.1,5.4,S.C.G.,1:10 PM,"25,505",Sydney Swans,2.1,3.7,4.9,6.12,48,North Melbourne,3.4,4.7,7.1,13.13,91,North Melbourne,6,North Melbourne,43,139,19
2014,4,13/04/2014,20.5,10,0,Docklands,3:20 PM,"22,923",St Kilda,2.2,3.2,6.6,7.8,50,Adelaide Crows,4.4,9.1,15.14,20.16,136,Adelaide,35,Adelaide,86,186,27
2014,4,13/04/2014,33,16.1,0,Subiaco,2:40 PM,"36,722",Fremantle,2.1,6.3,13.4,18.5,113,Essendon,2.1,4.2,5.4,9.6,60,Fremantle,13,Fremantle,53,173,27
2014,5,17/04/2014,28,16.2,0,Gabba,7:50 PM,"20,676",Brisbane Lions,0.1,3.2,7.6,9.9,63,Richmond,2.8,4.1,9.13,15.16,106,Richmond,5,Richmond,43,169,24
2014,5,19/04/2014,16.8,9.3,2,M.C.G.,1:40 PM,"57,116",Collingwood,5.4,10.6,11.9,13.15,93,North Melbourne,2.3,5.3,5.7,8.1,58,Collingwood,33,Collingwood,35,151,21
2014,5,19/04/2014,19.6,16.2,0,S.C.G.,4:40 PM,"25,376",Sydney Swans,2.1,5.7,11.1,13.14,92,Fremantle,2.2,2.4,8.6,11.9,75,Sydney,21,Sydney,17,167,24
2014,5,19/04/2014,25.2,13.4,0,Subiaco,5:40 PM,"35,366",West Coast Eagles,2.5,5.8,6.12,7.14,56,Port Adelaide,3.5,5.6,7.7,10.1,70,West Coast,2,Port Adelaide,14,126,17
2014,5,19/04/2014,16.8,9.3,2,Docklands,7:40 PM,"36,041",Essendon,5,5.2,7.7,9.11,65,St Kilda,1.6,4.8,8.11,11.15,81,St Kilda,0,St Kilda,16,146,20
2014,5,20/04/2014,22.9,8.8,0,Adelaide Oval,12:40 PM,"44,770",Adelaide Crows,4,11.6,16.8,21.11,137,GWS Giants,2.2,3.5,7.9,10.12,72,Adelaide,49,Adelaide,65,209,31
2014,5,20/04/2014,18.7,11.6,0,M.C.G.,3:20 PM,"17,243",Melbourne,3.2,4.4,6.1,11.12,78,Gold Coast Suns,2.7,6.12,8.17,11.2,86,Gold Coast,20,Gold Coast,8,164,22
2014,5,20/04/2014,18.7,11.6,0,Docklands,4:40 PM,"27,986",Western Bulldogs,3.3,8.6,12.8,13.13,91,Carlton,7.3,13.6,16.9,18.11,119,Carlton,30,Carlton,28,210,31
2014,5,21/04/2014,19,11.5,0,M.C.G.,3:20 PM,"80,222",Geelong Cats,3.5,6.9,9.14,15.16,106,Hawthorn,3.2,5.9,8.12,12.15,87,Geelong,6,Geelong,19,193,27
2014,6,25/04/2014,20.2,3.4,0,M.C.G.,2:40 PM,"91,731",Collingwood,0.3,6.5,9.7,12.11,83,Essendon,5.4,6.5,6.7,8.12,60,Essendon,0,Collingwood,23,143,20
2014,6,25/04/2014,,,,Wellington,7:45 PM,"13,409",St Kilda,2.2,4.4,7.8,11.13,79,Brisbane Lions,4.3,8.5,10.9,12.1,82,Brisbane Lions,25,Brisbane Lions,3,161,23
2014,6,25/04/2014,24.8,15.6,0.2,Subiaco,6:45 PM,"37,624",Fremantle,4.4,6.8,8.8,8.13,61,North Melbourne,2.4,5.6,7.11,10.14,74,Fremantle,8,North Melbourne,13,135,18
2014,6,26/04/2014,27.3,18,0,Carrara,1:40 PM,"11,504",Gold Coast Suns,6.1,8.8,14.12,20.14,134,GWS Giants,1.6,5.9,8.12,13.16,94,Gold Coast,17,Gold Coast,40,228,33
2014,6,26/04/2014,19.2,9.8,0,Docklands,4:40 PM,"31,005",Carlton,4.2,8.5,9.7,14.8,92,West Coast Eagles,4.3,7.6,11.9,12.17,89,Carlton,5,Carlton,3,181,26
2014,6,26/04/2014,19.2,9.8,0,M.C.G.,7:40 PM,"24,855",Melbourne,1.2,2.3,4.4,5.8,38,Sydney Swans,4.5,4.8,7.12,9.15,69,Sydney,17,Sydney,31,107,14
2014,6,27/04/2014,16.4,5.8,0,Docklands,1:10 PM,"17,404",Western Bulldogs,4.2,6.5,6.6,12.11,83,Adelaide Crows,1.4,5.7,8.1,13.14,92,Western Bulldogs,4,Adelaide,9,175,25
2014,6,27/04/2014,16.4,5.8,0,M.C.G.,3:20 PM,"52,990",Richmond,2,3.1,4.6,7.1,52,Hawthorn,4.7,6.9,14.1,18.1,118,Hawthorn,26,Hawthorn,66,170,25
2014,6,27/04/2014,22.7,6.4,0,Adelaide Oval,4:10 PM,"47,007",Port Adelaide,4.2,8.3,13.6,16.11,107,Geelong Cats,4.4,4.9,6.1,9.13,67,Port Adelaide,18,Port Adelaide,40,174,25
2014,7,2/05/2014,14.2,10.1,0,M.C.G.,7:50 PM,"68,251",Carlton,1.2,1.5,2.7,10.1,70,Collingwood,3.4,7.6,10.15,14.2,104,Collingwood,37,Collingwood,34,174,24
2014,7,3/05/2014,16.2,9.2,2.6,M.C.G.,1:45 PM,"32,924",Hawthorn,6.2,11.7,21.9,27.13,175,St Kilda,2.3,2.3,3.4,4.6,30,Hawthorn,58,Hawthorn,145,205,31
2014,7,3/05/2014,11.7,3.7,1.4,Manuka Oval,2:10 PM,"6,549",GWS Giants,3.4,5.4,9.6,15.7,97,Port Adelaide,5.3,10.6,15.9,20.12,132,Port Adelaide,32,Port Adelaide,35,229,35
2014,7,3/05/2014,15.9,7.3,11.2,Adelaide Oval,4:10 PM,"44,216",Adelaide Crows,1.1,2.4,5.1,9.13,67,Melbourne,4,7.2,8.4,11.4,70,Melbourne,28,Melbourne,3,137,20
2014,7,3/05/2014,16.2,9.2,2.6,Docklands,7:40 PM,"33,289",Essendon,3.3,3.6,9.1,10.13,73,Western Bulldogs,3.5,5.8,7.9,9.11,65,Western Bulldogs,14,Essendon,8,138,19
2014,7,3/05/2014,21.1,15.4,13.8,Gabba,7:40 PM,"17,953",Brisbane Lions,2,3.5,5.6,6.8,44,Sydney Swans,3.6,8.8,14.11,18.15,123,Sydney,33,Sydney,79,167,24
2014,7,4/05/2014,13.1,7.3,7,Docklands,1:10 PM,"19,819",North Melbourne,1.4,7.6,10.1,11.11,77,Gold Coast Suns,7.4,10.5,13.1,18.12,120,Gold Coast,17,Gold Coast,43,197,29
2014,7,4/05/2014,13.1,7.3,7,M.C.G.,3:20 PM,"34,377",Geelong Cats,3.3,7.8,8.1,11.15,81,Richmond,0.1,4.3,8.3,12.4,76,Geelong,23,Geelong,5,157,23
2014,7,4/05/2014,22.1,13.1,0,Subiaco,2:40 PM,"40,476",West Coast Eagles,2,3.8,5.11,7.12,54,Fremantle,4.2,5.3,9.6,11.7,73,Fremantle,7,Fremantle,19,127,18
2014,8,9/05/2014,21.8,9.9,0,Stadium Australia,7:50 PM,"34,506",Sydney Swans,4.8,6.12,9.16,15.17,107,Hawthorn,2.2,6.5,11.7,13.1,88,Sydney,7,Sydney,19,195,28
2014,8,10/05/2014,19.8,11.4,17.2,Adelaide Oval,1:10 PM,"38,234",Port Adelaide,2.4,4.8,8.1,13.16,94,Fremantle,1.3,6.6,9.9,11.1,76,Fremantle,10,Port Adelaide,18,170,24
2014,8,10/05/2014,24,15.6,0,Gabba,4:40 PM,"26,522",Brisbane Lions,3,4.3,8.6,8.9,57,Essendon,2.3,6.4,7.8,9.11,65,Essendon,13,Essendon,8,122,17
2014,8,10/05/2014,17,12.7,12.4,M.C.G.,7:40 PM,"36,326",Melbourne,2.2,5.5,10.6,12.11,83,Western Bulldogs,3.2,5.7,9.7,15.9,99,Western Bulldogs,2,Western Bulldogs,16,182,27
2014,8,11/05/2014,23.8,11.2,0.6,Subiaco,2:40 PM,"29,391",West Coast Eagles,5.2,11.5,21.5,30.8,188,GWS Giants,1.2,6.2,9.3,12.5,77,West Coast,33,West Coast,111,265,42
2014,8,12/05/2014,18.7,5.5,0,Docklands,7:20 PM,"26,708",St Kilda,1.1,4.3,6.1,9.15,69,Carlton,2.6,10.6,11.7,15.11,101,Carlton,39,Carlton,32,170,24
2014,9,15/05/2014,24.2,12.9,0.2,Adelaide Oval,7:20 PM,"50,051",Adelaide Crows,1.4,5.6,9.1,10.16,76,Collingwood,3.3,6.6,7.8,7.13,55,Collingwood,6,Adelaide,21,131,17
2014,9,16/05/2014,23,15.2,0,Docklands,7:50 PM,"41,098",Essendon,1.1,5.3,6.6,9.1,64,Sydney Swans,7.1,12.4,15.4,18.6,114,Sydney,43,Sydney,50,178,27
2014,9,17/05/2014,19.2,15.6,0,M.C.G.,1:40 PM,"56,910",Richmond,2.3,4.8,6.16,9.2,74,Melbourne,1.3,4.5,9.6,14.7,91,Richmond,3,Melbourne,17,165,23
2014,9,17/05/2014,19.2,15.6,0,Docklands,4:40 PM,"21,152",North Melbourne,5.5,8.11,13.18,17.23,125,Brisbane Lions,1.1,3.2,4.2,6.2,38,North Melbourne,39,North Melbourne,87,163,23
2014,9,17/05/2014,23.3,10.6,0,Subiaco,5:40 PM,"38,565",Fremantle,5.3,7.11,10.15,13.18,96,Geelong Cats,0.3,3.5,6.7,9.1,64,Fremantle,30,Fremantle,32,160,22
2014,9,18/05/2014,20.5,16,0.2,Docklands,4:40 PM,"14,625",St Kilda,3.2,4.4,10.7,13.9,87,Gold Coast Suns,8.4,13.7,16.9,19.11,125,Gold Coast,57,Gold Coast,38,212,32
2014,10,23/05/2014,18.8,14.9,2.2,Kardinia Park,7:50 PM,"27,402",Geelong Cats,5.5,10.9,13.14,16.15,111,North Melbourne,2.2,5.4,9.8,13.13,91,Geelong,35,Geelong,20,202,29
2014,10,24/05/2014,24.8,13,0.2,Sydney Showground,1:40 PM,"8,331",GWS Giants,1.5,1.6,3.9,5.11,41,Richmond,8,14.2,21.4,24.1,154,Richmond,74,Richmond,113,195,29
2014,10,24/05/2014,17.4,8.9,0.2,M.C.G.,4:40 PM,"53,049",Collingwood,5,7.3,11.4,17.7,109,West Coast Eagles,5.2,9.5,11.1,15.11,101,West Coast,14,Collingwood,8,210,32
2014,10,24/05/2014,24.2,10.6,0,Adelaide Oval,7:10 PM,"52,233",Port Adelaide,4.2,8.3,11.7,15.1,100,Hawthorn,2.3,4.4,10.6,13.8,86,Port Adelaide,23,Port Adelaide,14,186,28
2014,10,25/05/2014,26,15.6,0,Carrara,3:20 PM,"14,235",Gold Coast Suns,4,7.2,15.9,18.11,119,Western Bulldogs,3.3,5.8,6.1,10.14,74,Gold Coast,6,Gold Coast,45,193,28
2014,10,25/05/2014,19.3,11.7,0.8,M.C.G.,4:40 PM,"32,419",Carlton,2.2,4.2,8.5,12.9,81,Adelaide Crows,1.4,2.7,7.12,10.16,76,Carlton,7,Carlton,5,157,22
2014,11,29/05/2014,20,13.3,0,S.C.G.,7:10 PM,"37,355",Sydney Swans,4.4,8.9,14.11,22.16,148,Geelong Cats,0.3,1.3,2.4,5.8,38,Sydney,48,Sydney,110,186,27
2014,11,30/05/2014,16.8,3.6,0,Docklands,7:50 PM,"34,855",St Kilda,3.2,6.2,8.5,8.6,54,Collingwood,7.2,10.5,14.8,21.14,140,Collingwood,27,Collingwood,86,194,29
2014,11,31/05/2014,20.7,9.3,0,Traeger Park,1:10 PM,"5,655",Melbourne,2.2,7.4,10.5,11.9,75,Port Adelaide,5.4,8.4,10.9,14.11,95,Port Adelaide,6,Port Adelaide,20,170,25
2014,11,31/05/2014,23.4,16,0.6,Gabba,4:40 PM,"24,625",Brisbane Lions,5.5,7.8,10.1,14.14,98,Carlton,1.1,7.4,11.9,13.13,91,Brisbane Lions,4,Brisbane Lions,7,189,27
2014,11,31/05/2014,17.6,7.6,0,M.C.G.,7:45 PM,"74,664",Essendon,4.4,9.8,11.11,15.14,104,Richmond,0.1,3.5,3.8,7.12,54,Essendon,39,Essendon,50,158,22
2014,11,1/06/2014,16.4,9.1,2.6,Adelaide Oval,12:40 PM,"49,069",Adelaide Crows,5.2,9.7,12.9,16.13,109,Gold Coast Suns,5.1,8.3,11.6,11.11,77,Adelaide,10,Adelaide,32,186,27
2014,11,1/06/2014,14.6,10.6,4.8,Docklands,3:20 PM,"14,913",Western Bulldogs,1.4,2.8,5.12,6.15,51,Fremantle,4.2,8.3,9.6,13.11,89,Fremantle,31,Fremantle,38,140,19
2014,11,1/06/2014,14.6,10.6,4.8,M.C.G.,4:40 PM,"17,906",Hawthorn,3.2,7.5,11.6,14.1,94,GWS Giants,4.2,6.4,11.5,13.9,87,Hawthorn,7,Hawthorn,7,181,27
2014,11,1/06/2014,21.4,10.6,1,Subiaco,5:40 PM,"35,914",West Coast Eagles,3.3,3.4,4.6,6.8,44,North Melbourne,4,6.6,10.9,12.1,82,North Melbourne,20,North Melbourne,38,126,18
2014,12,6/06/2014,14.9,7.3,2.2,Docklands,7:50 PM,"36,952",Geelong Cats,3.1,10.6,12.7,16.11,107,Carlton,4.4,7.5,12.9,15.12,102,Geelong,19,Geelong,5,209,31
2014,12,7/06/2014,15.2,3.3,1,York Park,1:40 PM,"15,504",Hawthorn,3.4,10.6,16.7,19.9,123,West Coast Eagles,4.4,7.5,8.7,12.7,79,Hawthorn,19,Hawthorn,44,202,31
2014,12,7/06/2014,19.3,9.3,0,Adelaide Oval,4:10 PM,"42,374",Port Adelaide,4.3,7.6,13.1,19.15,129,St Kilda,2.2,4.5,5.5,9.5,59,Port Adelaide,19,Port Adelaide,70,188,28
2014,12,7/06/2014,18.8,8.8,0,Sydney Showground,7:40 PM,"8,429",GWS Giants,2.1,4.4,5.9,9.12,66,Essendon,3.3,5.8,8.11,11.15,81,Essendon,10,Essendon,15,147,20
2014,12,7/06/2014,16.3,9.1,0.6,Docklands,7:40 PM,"18,054",Western Bulldogs,5.3,7.5,9.5,13.9,87,Brisbane Lions,4.3,11.8,13.9,14.11,95,Brisbane Lions,27,Brisbane Lions,8,182,27
2014,12,8/06/2014,22.9,15.3,0,Carrara,3:20 PM,"21,354",Gold Coast Suns,1.6,3.9,6.13,10.14,74,Sydney Swans,4.3,8.4,13.4,17.7,109,Sydney,25,Sydney,35,183,27
2014,12,8/06/2014,20.4,12.2,0,Subiaco,2:10 PM,"35,389",Fremantle,1.4,3.9,8.13,12.18,90,Adelaide Crows,3.2,4.5,5.6,7.8,50,Adelaide,2,Fremantle,40,140,19
2014,12,8/06/2014,13.9,8.9,0.8,Docklands,7:10 PM,"32,977",North Melbourne,3.3,4.7,12.11,17.14,116,Richmond,3.4,10.6,11.8,13.1,88,Richmond,35,North Melbourne,28,204,30
2014,12,9/06/2014,14.4,2.9,0,M.C.G.,3:20 PM,"68,130",Melbourne,1.3,2.4,3.6,3.1,28,Collingwood,1.2,3.7,5.1,8.13,61,Collingwood,9,Collingwood,33,89,11
2014,13,13/06/2014,16.5,9.8,6.4,M.C.G.,7:50 PM,"49,624",Carlton,2.1,6.5,11.9,13.12,90,Hawthorn,6.2,9.5,12.8,18.1,118,Hawthorn,18,Hawthorn,28,208,31
2014,13,14/06/2014,15.4,8.7,0.2,M.C.G.,1:45 PM,"22,083",Richmond,1.3,5.9,7.11,12.13,85,Fremantle,3.1,7.5,13.8,16.9,105,Fremantle,8,Fremantle,20,190,28
2014,13,14/06/2014,20.6,13,6,S.C.G.,2:10 PM,"41,317",Sydney Swans,2.8,6.12,11.13,14.14,98,Port Adelaide,1.2,6.5,9.1,13.16,94,Sydney,7,Sydney,4,192,27
2014,13,14/06/2014,18.2,1.9,0,Subiaco,2:40 PM,"32,942",West Coast Eagles,4.3,9.7,14.1,15.13,103,Gold Coast Suns,3.3,6.4,9.5,15.1,100,West Coast,21,West Coast,3,203,30
2014,13,14/06/2014,16.4,6.8,7.4,Adelaide Oval,7:10 PM,"47,205",Adelaide Crows,4.4,8.7,13.1,16.13,109,North Melbourne,1.2,4.3,6.7,10.13,73,Adelaide,28,Adelaide,36,182,26
2014,13,14/06/2014,21,15.3,0.8,Gabba,7:40 PM,"12,700",Brisbane Lions,4.2,9.3,12.3,12.8,80,GWS Giants,4.3,9.4,15.6,19.11,125,Greater Western Sydney,1,Greater Western Sydney,45,205,31
2014,13,15/06/2014,14.8,8.4,20.6,Kardinia Park,1:10 PM,"25,180",Geelong Cats,6.4,12.7,16.11,20.13,133,St Kilda,1.2,2.3,2.5,5.7,37,Geelong,64,Geelong,96,170,25
2014,13,15/06/2014,14.8,8.3,1.2,Docklands,3:20 PM,"28,339",Collingwood,3.2,9.4,12.6,15.8,98,Western Bulldogs,4.2,9.5,13.6,16.1,106,Western Bulldogs,1,Western Bulldogs,8,204,31
2014,13,15/06/2014,14.8,8.3,1.2,M.C.G.,4:40 PM,"44,626",Essendon,2.4,5.12,8.12,10.17,77,Melbourne,0.3,3.3,7.6,12.6,78,Essendon,21,Melbourne,1,155,22
2014,14,20/06/2014,14.8,8.6,0,M.C.G.,7:50 PM,"34,648",Richmond,4.2,6.4,7.6,7.9,51,Sydney Swans,1.2,4.2,7.5,9.8,62,Richmond,14,Sydney,11,113,16
2014,14,21/06/2014,16.4,12.3,3.4,Adelaide Oval,1:15 PM,"34,258",Port Adelaide,3.1,7.5,13.9,19.14,128,Western Bulldogs,3.5,5.5,6.7,8.8,56,Port Adelaide,12,Port Adelaide,72,184,27
2014,14,21/06/2014,15.5,10.8,0.6,M.C.G.,2:10 PM,"70,516",Hawthorn,4.3,7.7,12.1,17.13,115,Collingwood,3.1,6.4,9.7,13.8,86,Hawthorn,9,Hawthorn,29,201,30
2014,14,21/06/2014,25.8,14.9,0,Carrara,4:40 PM,"18,236",Gold Coast Suns,3.2,5.6,10.12,17.16,118,Geelong Cats,5.1,6.7,9.7,11.12,78,Geelong,7,Gold Coast,40,196,28
2014,14,21/06/2014,19.8,10.9,0.2,Subiaco,5:40 PM,"25,152",Fremantle,2.2,9.3,12.7,15.15,105,Brisbane Lions,0.1,0.1,2.3,3.4,22,Fremantle,56,Fremantle,83,127,18
2014,14,21/06/2014,15.5,10.8,0.6,Docklands,7:40 PM,"30,948",Essendon,7,9.2,11.1,15.11,101,Adelaide Crows,2.6,5.7,9.7,14.8,92,Essendon,19,Essendon,9,193,29
2014,14,22/06/2014,18.6,8,0.6,Sydney Showground,1:10 PM,"9,059",GWS Giants,5.1,10.2,13.4,15.1,100,Carlton,5.1,6.5,10.8,14.8,92,Greater Western Sydney,21,Greater Western Sydney,8,192,29
2014,14,22/06/2014,15.4,7.5,0.2,Docklands,3:20 PM,"17,317",St Kilda,4.3,6.5,8.7,10.1,70,West Coast Eagles,3.2,8.6,12.1,15.13,103,West Coast,13,West Coast,33,173,25
2014,14,22/06/2014,15.4,7.5,0.2,M.C.G.,4:40 PM,"26,615",Melbourne,3,6,8.4,10.6,66,North Melbourne,4.5,7.8,14.12,15.17,107,North Melbourne,14,North Melbourne,41,173,25
2014,15,27/06/2014,13.6,8.2,0,Docklands,7:50 PM,"43,732",Geelong Cats,5.1,8.4,8.6,13.11,89,Essendon,1.3,3.5,8.1,11.14,80,Geelong,29,Geelong,9,169,24
2014,15,28/06/2014,10.9,6.5,9,York Park,1:45 PM,"13,178",Hawthorn,2.5,9.6,14.11,17.14,116,Gold Coast Suns,3,5,6,10.3,63,Hawthorn,30,Hawthorn,53,179,27
2014,15,28/06/2014,13,9,0,Docklands,2:10 PM,"28,487",St Kilda,1.2,5.4,9.7,11.7,73,Richmond,6.2,10.4,13.7,18.9,117,Richmond,30,Richmond,44,190,29
